Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
00701104,RenderedImageReferenceSequence,Rendered Image Reference Sequence,SQ,rendered_image_reference_sequence,String,128
00701201,VolumetricPresentationStateInputSequence,Volumetric Presentation State Input Sequence,SQ,volumetric_presentation_state_input_sequence,String,128
00701202,PresentationInputType,Presentation Input Type,CS,presentation_input_type,String,128
00701203,InputSequencePositionIndex,Input Sequence Position Index,US,input_sequence_position_index,String,16
00701204,Crop,Crop,CS,crop,String,128
00701205,CroppingSpecificationIndex,Cropping Specification Index,US,cropping_specification_index,String,16
00701206,CompositingMethod,Compositing Method,CS,compositing_method,String,128
00701207,VolumetricPresentationInputNumber,Volumetric Presentation Input Number,US,volumetric_presentation_input_number,String,16
00701208,ImageVolumeGeometry,Image Volume Geometry,CS,image_volume_geometry,String,128
00701209,VolumetricPresentationInputSetUID,Volumetric Presentation Input Set UID,UI,volumetric_presentation_input_set_uid,String,512
0070120A,VolumetricPresentationInputSetSequence,Volumetric Presentation Input Set Sequence,SQ,volumetric_presentation_input_set_sequence,String,128
0070120B,GlobalCrop,Global Crop,CS,global_crop,String,128
0070120C,GlobalCroppingSpecificationIndex,Global Cropping Specification Index,US,global_cropping_specification_index,String,16
0070120D,RenderingMethod,Rendering Method,CS,rendering_method,String,128
00701301,VolumeCroppingSequence,Volume Cropping Sequence,SQ,volume_cropping_sequence,String,128
00701302,VolumeCroppingMethod,Volume Cropping Method,CS,volume_cropping_method,String,128
00701303,BoundingBoxCrop,Bounding Box Crop,FD,bounding_box_crop,String,64
00701304,ObliqueCroppingPlaneSequence,Oblique Cropping Plane Sequence,SQ,oblique_cropping_plane_sequence,String,128
00701305,Plane,Plane,FD,plane,String,64
00701306,PlaneNormal,Plane Normal,FD,plane_normal,String,64
00701309,CroppingSpecificationNumber,Cropping Specification Number,US,cropping_specification_number,String,16
00701501,MultiPlanarReconstructionStyle,Multi-Planar Reconstruction Style,CS,multi_planar_reconstruction_style,String,128
00701502,MPRThicknessType,MPR Thickness Type,CS,mpr_thickness_type,String,128
00701503,MPRSlabThickness,MPR Slab Thickness,FD,mpr_slab_thickness,String,64
00701505,MPRTopLeftHandCorner,MPR Top Left Hand Corner,FD,mpr_top_left_hand_corner,String,64
00701507,MPRViewWidthDirection,MPR View Width Direction,FD,mpr_view_width_direction,String,64
00701508,MPRViewWidth,MPR View Width,FD,mpr_view_width,String,64
0070150C,NumberOfVolumetricCurvePoints,Number of Volumetric Curve Points,UL,number_of_volumetric_curve_points,String,32
0070150D,VolumetricCurvePoints,Volumetric Curve Points,OD,volumetric_curve_points,String,64
00701511,MPRViewHeightDirection,MPR View Height Direction,FD,mpr_view_height_direction,String,64
00701512,MPRViewHeight,MPR View Height,FD,mpr_view_height,String,64
00701602,RenderProjection,Render Projection,CS,render_projection,String,128
00701603,ViewpointPosition,Viewpoint Position,FD,viewpoint_position,String,64
00701604,ViewpointLookAtPoint,Viewpoint LookAt Point,FD,viewpoint_lookat_point,String,64
00701605,ViewpointUpDirection,Viewpoint Up Direction,FD,viewpoint_up_direction,String,64
00701606,RenderFieldOfView,Render Field of View,FD,render_field_of_view,String,64
00701607,SamplingStepSize,Sampling Step Size,FD,sampling_step_size,String,64
00701701,ShadingStyle,Shading Style,CS,shading_style,String,128
00701702,AmbientReflectionIntensity,Ambient Reflection Intensity,FD,ambient_reflection_intensity,String,64
00701703,LightDirection,Light Direction,FD,light_direction,String,64
00701704,DiffuseReflectionIntensity,Diffuse Reflection Intensity,FD,diffuse_reflection_intensity,String,64
00701705,SpecularReflectionIntensity,Specular Reflection Intensity,FD,specular_reflection_intensity,String,64
00701706,Shininess,Shininess,FD,shininess,String,64
00701801,PresentationStateClassificationComponentSequence,Presentation State Classification Component Sequence,SQ,presentation_state_classification_component_sequence,String,128
00701802,ComponentType,Component Type,CS,component_type,String,128
00701803,ComponentInputSequence,Component Input Sequence,SQ,component_input_sequence,String,128
00701804,VolumetricPresentationInputIndex,Volumetric Presentation Input Index,US,volumetric_presentation_input_index,String,16
00701805,PresentationStateCompositorComponentSequence,Presentation State Compositor Component Sequence,SQ,presentation_state_compositor_component_sequence,String,128
00701806,WeightingTransferFunctionSequence,Weighting Transfer Function Sequence,SQ,weighting_transfer_function_sequence,String,128
00701807,WeightingLookupTableDescriptor,Weighting Lookup Table Descriptor,US,weighting_lookup_table_descriptor,String,16
00701808,WeightingLookupTableData,Weighting Lookup Table Data,OB,weighting_lookup_table_data,String,64
00701901,VolumetricAnnotationSequence,Volumetric Annotation Sequence,SQ,volumetric_annotation_sequence,String,128
00701903,ReferencedStructuredContextSequence,Referenced Structured Context Sequence,SQ,referenced_structured_context_sequence,String,128
00701904,ReferencedContentItem,Referenced Content Item,UI,referenced_content_item,String,512
00701905,VolumetricPresentationInputAnnotationSequence,Volumetric Presentation Input Annotation Sequence,SQ,volumetric_presentation_input_annotation_sequence,String,128
00701907,AnnotationClipping,Annotation Clipping,CS,annotation_clipping,String,128
00701A01,PresentationAnimationStyle,Presentation Animation Style,CS,presentation_animation_style,String,128
00701A03,RecommendedAnimationRate,Recommended Animation Rate,FD,recommended_animation_rate,String,64
00701A04,AnimationCurveSequence,Animation Curve Sequence,SQ,animation_curve_sequence,String,128
00701A05,AnimationStepSize,Animation Step Size,FD,animation_step_size,String,64
00701A06,SwivelRange,Swivel Range,FD,swivel_range,String,64
00701A07,VolumetricCurveUpDirections,Volumetric Curve Up Directions,OD,volumetric_curve_up_directions,String,64
00701A08,VolumeStreamSequence,Volume Stream Sequence,SQ,volume_stream_sequence,String,128
00701A09,RGBATransferFunctionDescription,RGBA Transfer Function Description,LO,rgba_transfer_function_description,String,512
00701B01,AdvancedBlendingSequence,Advanced Blending Sequence,SQ,advanced_blending_sequence,String,128
00701B02,BlendingInputNumber,Blending Input Number,US,blending_input_number,String,16
00701B03,BlendingDisplayInputSequence,Blending Display Input Sequence,SQ,blending_display_input_sequence,String,128
00701B04,BlendingDisplaySequence,Blending Display Sequence,SQ,blending_display_sequence,String,128
00701B06,BlendingMode,Blending Mode,CS,blending_mode,String,128
00701B07,TimeSeriesBlending,Time Series Blending,CS,time_series_blending,String,128
00701B08,GeometryForDisplay,Geometry for Display,CS,geometry_for_display,String,128
00701B11,ThresholdSequence,Threshold Sequence,SQ,threshold_sequence,String,128
00701B12,ThresholdValueSequence,Threshold Value Sequence,SQ,threshold_value_sequence,String,128
00701B13,ThresholdType,Threshold Type,CS,threshold_type,String,128
00701B14,ThresholdValue,Threshold Value,FD,threshold_value,String,64
00720002,HangingProtocolName,Hanging Protocol Name,SH,hanging_protocol_name,String,128
00720004,HangingProtocolDescription,Hanging Protocol Description,LO,hanging_protocol_description,String,512
00720006,HangingProtocolLevel,Hanging Protocol Level,CS,hanging_protocol_level,String,128
00720008,HangingProtocolCreator,Hanging Protocol Creator,LO,hanging_protocol_creator,String,512
0072000A,HangingProtocolCreationDateTime,Hanging Protocol Creation DateTime,DT,hanging_protocol_creation_datetime,String,208
0072000C,HangingProtocolDefinitionSequence,Hanging Protocol Definition Sequence,SQ,hanging_protocol_definition_sequence,String,128
0072000E,HangingProtocolUserIdentificationCodeSequence,Hanging Protocol User Identification Code Sequence,SQ,hanging_protocol_user_identification_code_sequence,String,128
00720010,HangingProtocolUserGroupName,Hanging Protocol User Group Name,LO,hanging_protocol_user_group_name,String,512
00720012,SourceHangingProtocolSequence,Source Hanging Protocol Sequence,SQ,source_hanging_protocol_sequence,String,128
00720014,NumberOfPriorsReferenced,Number of Priors Referenced,US,number_of_priors_referenced,String,16
00720020,ImageSetsSequence,Image Sets Sequence,SQ,image_sets_sequence,String,128
00720022,ImageSetSelectorSequence,Image Set Selector Sequence,SQ,image_set_selector_sequence,String,128
00720024,ImageSetSelectorUsageFlag,Image Set Selector Usage Flag,CS,image_set_selector_usage_flag,String,128
00720026,SelectorAttribute,Selector Attribute,AT,selector_attribute,String,32
00720028,SelectorValueNumber,Selector Value Number,US,selector_value_number,String,16
00720030,TimeBasedImageSetsSequence,Time Based Image Sets Sequence,SQ,time_based_image_sets_sequence,String,128
00720032,ImageSetNumber,Image Set Number,US,image_set_number,String,16
00720034,ImageSetSelectorCategory,Image Set Selector Category,CS,image_set_selector_category,String,128
00720038,RelativeTime,Relative Time,US,relative_time,String,16
0072003A,RelativeTimeUnits,Relative Time Units,CS,relative_time_units,String,128
0072003C,AbstractPriorValue,Abstract Prior Value,SS,abstract_prior_value,String,16
0072003E,AbstractPriorCodeSequence,Abstract Prior Code Sequence,SQ,abstract_prior_code_sequence,String,128
00720040,ImageSetLabel,Image Set Label,LO,image_set_label,String,512
00720050,SelectorAttributeVR,Selector Attribute VR,CS,selector_attribute_vr,String,128
00720052,SelectorSequencePointer,Selector Sequence Pointer,AT,selector_sequence_pointer,String,32
00720054,SelectorSequencePointerPrivateCreator,Selector Sequence Pointer Private Creator,LO,selector_sequence_pointer_private_creator,String,512
00720056,SelectorAttributePrivateCreator,Selector Attribute Private Creator,LO,selector_attribute_private_creator,String,512
0072005E,SelectorAEValue,Selector AE Value,AE,selector_ae_value,String,128
0072005F,SelectorASValue,Selector AS Value,AS,selector_as_value,String,32
00720060,SelectorATValue,Selector AT Value,AT,selector_at_value,String,32
00720061,SelectorDAValue,Selector DA Value,DA,selector_da_value,String,64
00720062,SelectorCSValue,Selector CS Value,CS,selector_cs_value,String,128
00720063,SelectorDTValue,Selector DT Value,DT,selector_dt_value,String,208
00720064,SelectorISValue,Selector IS Value,IS,selector_is_value,String,96
00720065,SelectorOBValue,Selector OB Value,OB,selector_ob_value,String,64
00720066,SelectorLOValue,Selector LO Value,LO,selector_lo_value,String,512
00720067,SelectorOFValue,Selector OF Value,OF,selector_of_value,String,128
00720068,SelectorLTValue,Selector LT Value,LT,selector_lt_value,Text
00720069,SelectorOWValue,Selector OW Value,OW,selector_ow_value,String,64
0072006A,SelectorPNValue,Selector PN Value,PN,selector_pn_value,String,512
0072006B,SelectorTMValue,Selector TM Value,TM,selector_tm_value,String,128
0072006C,SelectorSHValue,Selector SH Value,SH,selector_sh_value,String,128
0072006D,SelectorUNValue,Selector UN Value,UN,selector_un_value,String,64
0072006E,SelectorSTValue,Selector ST Value,ST,selector_st_value,Text
0072006F,SelectorUCValue,Selector UC Value,UC,selector_uc_value,String,64
00720070,SelectorUTValue,Selector UT Value,UT,selector_ut_value,Text
00720071,SelectorURValue,Selector UR Value,UR,selector_ur_value,String,64
00720072,SelectorDSValue,Selector DS Value,DS,selector_ds_value,String,128
00720073,SelectorODValue,Selector OD Value,OD,selector_od_value,String,64
00720074,SelectorFDValue,Selector FD Value,FD,selector_fd_value,String,64
00720075,SelectorOLValue,Selector OL Value,OL,selector_ol_value,String,64
00720076,SelectorFLValue,Selector FL Value,FL,selector_fl_value,String,32
00720078,SelectorULValue,Selector UL Value,UL,selector_ul_value,String,32
0072007A,SelectorUSValue,Selector US Value,US,selector_us_value,String,16
0072007C,SelectorSLValue,Selector SL Value,SL,selector_sl_value,String,32
0072007E,SelectorSSValue,Selector SS Value,SS,selector_ss_value,String,16
0072007F,SelectorUIValue,Selector UI Value,UI,selector_ui_value,String,512
00720080,SelectorCodeSequenceValue,Selector Code Sequence Value,SQ,selector_code_sequence_value,String,128
00720100,NumberOfScreens,Number of Screens,US,number_of_screens,String,16
00720102,NominalScreenDefinitionSequence,Nominal Screen Definition Sequence,SQ,nominal_screen_definition_sequence,String,128
00720104,NumberOfVerticalPixels,Number of Vertical Pixels,US,number_of_vertical_pixels,String,16
00720106,NumberOfHorizontalPixels,Number of Horizontal Pixels,US,number_of_horizontal_pixels,String,16
00720108,DisplayEnvironmentSpatialPosition,Display Environment Spatial Position,FD,display_environment_spatial_position,String,64
0072010A,ScreenMinimumGrayscaleBitDepth,Screen Minimum Grayscale Bit Depth,US,screen_minimum_grayscale_bit_depth,String,16
0072010C,ScreenMinimumColorBitDepth,Screen Minimum Color Bit Depth,US,screen_minimum_color_bit_depth,String,16
0072010E,ApplicationMaximumRepaintTime,Application Maximum Repaint Time,US,application_maximum_repaint_time,String,16
00720200,DisplaySetsSequence,Display Sets Sequence,SQ,display_sets_sequence,String,128
00720202,DisplaySetNumber,Display Set Number,US,display_set_number,String,16
00720203,DisplaySetLabel,Display Set Label,LO,display_set_label,String,512
00720204,DisplaySetPresentationGroup,Display Set Presentation Group,US,display_set_presentation_group,String,16
00720206,DisplaySetPresentationGroupDescription,Display Set Presentation Group Description,LO,display_set_presentation_group_description,String,512
00720208,PartialDataDisplayHandling,Partial Data Display Handling,CS,partial_data_display_handling,String,128
00720210,SynchronizedScrollingSequence,Synchronized Scrolling Sequence,SQ,synchronized_scrolling_sequence,String,128
00720212,DisplaySetScrollingGroup,Display Set Scrolling Group,US,display_set_scrolling_group,String,16
00720214,NavigationIndicatorSequence,Navigation Indicator Sequence,SQ,navigation_indicator_sequence,String,128
00720216,NavigationDisplaySet,Navigation Display Set,US,navigation_display_set,String,16
00720218,ReferenceDisplaySets,Reference Display Sets,US,reference_display_sets,String,16
00720300,ImageBoxesSequence,Image Boxes Sequence,SQ,image_boxes_sequence,String,128
00720302,ImageBoxNumber,Image Box Number,US,image_box_number,String,16
00720304,ImageBoxLayoutType,Image Box Layout Type,CS,image_box_layout_type,String,128
00720306,ImageBoxTileHorizontalDimension,Image Box Tile Horizontal Dimension,US,image_box_tile_horizontal_dimension,String,16
00720308,ImageBoxTileVerticalDimension,Image Box Tile Vertical Dimension,US,image_box_tile_vertical_dimension,String,16
00720310,ImageBoxScrollDirection,Image Box Scroll Direction,CS,image_box_scroll_direction,String,128
00720312,ImageBoxSmallScrollType,Image Box Small Scroll Type,CS,image_box_small_scroll_type,String,128
00720314,ImageBoxSmallScrollAmount,Image Box Small Scroll Amount,US,image_box_small_scroll_amount,String,16
00720316,ImageBoxLargeScrollType,Image Box Large Scroll Type,CS,image_box_large_scroll_type,String,128
